id,avatar,bio,communityId,createdAt,email,interestVector,isActivated,lastSeen,password,refreshToken,role,selectedCategories,updatedAt,username,Comment,Friendship_receiverId,Friendship_requesterId,Like,Member,Post,ReactionUser,Server
2511bcf1-0466-4d80-b869-d52e723331aa,,,,2026-03-29T17:16:37.743Z,championsleague@example.com,,true,2026-03-29T17:16:37.743Z,rbEamjDEO45tHJYoIbeuCcMcSF978DFopk3qWvNbELo,,USER,[],2026-03-29T17:16:37.743Z,championsleague,,,,,,,,
26c15ef0-e36c-4f43-8f04-e27562146ff3,,,,2026-03-29T17:14:11.229Z,billboard@example.com,,true,2026-03-29T17:14:11.229Z,5w6o0OoaxiSsYudnJPD9ccHlvcfZM0UJakAg81MZ3VU,,USER,[],2026-03-29T17:14:11.229Z,billboard,,,,,,,,
2b9222fa-bd4b-4cfe-a301-f8e31cde883a,,,,2026-03-29T17:14:11.637Z,ghien.am.nhac.production@example.com,,true,2026-03-29T17:14:11.637Z,SgZv4WOD0p_WNuJl1mRUQ1w0b5K7fmsHJffQ4zBmLhs,,USER,[],2026-03-29T17:14:11.637Z,ghien.am.nhac.production,,,,,,,,
2be0df6d-8cc8-47c0-8130-21581a18ab30,,,,2026-03-29T17:13:00.654Z,kingbach@example.com,,true,2026-03-29T17:13:00.654Z,98FGNexC1gWxNQpmsFmJYLArJt6Wu7XnciUkZXacMN0,,USER,[],2026-03-29T17:13:00.654Z,kingbach,,,,,,,,
30136847-6d1f-422e-8305-905be06557ab,,,,2026-03-29T17:14:48.674Z,thongtinchinhphu@example.com,,true,2026-03-29T17:14:48.674Z,bGFwHIPPaJJrct_F3GlWpBJvD1pDcBpBtTejADXqrfg,,USER,[],2026-03-29T17:14:48.674Z,thongtinchinhphu,,,,,,,,
4444b44e-e73f-4588-ac3a-aa7052825c5c,,,,2026-03-29T17:10:57.895Z,animalsdoingthings@example.com,,true,2026-03-29T17:10:57.895Z,WgBUSxGOziC6YNTdUYoMc6CwtwlFjQHYB2BjafEN_sc,,USER,[],2026-03-29T17:10:57.895Z,animalsdoingthings,,,,,,,,
4bc7eff0-091a-45f8-84ca-72276cc4fc1e,,,,2026-03-29T17:15:04.308Z,tintucvtv24@example.com,,true,2026-03-29T17:15:04.308Z,4e9F4oCwwNMpVc6p93iINvYPCl2RwFrTVjBncBphLIY,,USER,[],2026-03-29T17:15:04.308Z,tintucvtv24,,,,,,,,
56257f1b-41d6-4f2e-9ef2-9195f5117a85,,,,2026-03-29T17:11:30.237Z,museacg.asia@example.com,,true,2026-03-29T17:11:30.237Z,df9f9RSi3sQj9FeJu-_fH0KyFtc_Dne2dw9AbRh6eIg,,USER,[],2026-03-29T17:11:30.237Z,museacg.asia,,,,,,,,
5a3c02df-6c93-4aae-b63e-f598c32df599,,,,2026-03-29T17:11:30.441Z,artsy@example.com,,true,2026-03-29T17:11:30.441Z,zuhXBgen_PPaLSf8M9iOUNNxT53cjV-OUIb3zAWUijg,,USER,[],2026-03-29T17:11:30.441Z,artsy,,,,,,,,
65c3ee41-578f-48ba-8572-70f3993e3105,,,,2026-03-29T17:10:58.095Z,thedodosite@example.com,,true,2026-03-29T17:10:58.095Z,M2tuuC-5gGrwdgmnoL9vamTcF1ScmBrJsa0_rNYcSEM,,USER,[],2026-03-29T17:10:58.095Z,thedodosite,,,,,,,,
65c58780-4703-4009-8925-921f4924b4d7,,,,2026-03-29T17:12:41.710Z,foodnetwork@example.com,,true,2026-03-29T17:12:41.710Z,whiGPr9HSZuiVuqSHwkZWUIBolO6BhuJSz8ZNcusbk0,,USER,[],2026-03-29T17:12:41.710Z,foodnetwork,,,,,,,,
65e6c099-cd94-4bd7-865a-0a51dc5156fa,,,,2026-03-29T17:12:20.550Z,businessoffashion@example.com,,true,2026-03-29T17:12:20.550Z,Rg2M3K7a6z1ycsh_wbXTZpa1f2RX-7UJvVl6TEYcgSs,,USER,[],2026-03-29T17:12:20.550Z,businessoffashion,,,,,,,,
72775f9d-f906-4026-a003-47adf61663fb,,,,2026-04-24T04:46:30.037Z,nvh123456789dz@gmail.com,,false,2026-04-24T04:46:30.037Z,$2b$10$AgtDKzF36Rh92R5ucJljWeiB7eRlzGjOjbjOWvT1WGHCIDRmI9UZe,,USER,[],2026-04-24T04:46:30.037Z,testtttt,,,,,,,,
7cbd37a4-3374-4291-bd6d-b2474273342a,,,,2026-03-29T17:11:14.451Z,animecorner.official@example.com,,true,2026-03-29T17:11:14.451Z,79i1rWx3eKf4oTZTXGZoFhbBiLW66LcJrLkbf6isYbQ,,USER,[],2026-03-29T17:11:14.451Z,animecorner.official,,,,,,,,
842d30e6-e5f4-4f6a-9040-89e907f16091,,,,2026-03-29T17:14:11.831Z,hhsb.vn@example.com,,true,2026-03-29T17:14:11.831Z,Hik8xcoURs87nsFoYuzvEpmbUHSXEvXCmiI4BkXhwvo,,USER,[],2026-03-29T17:14:11.831Z,hhsb.vn,,,,,,,,
99b31143-ccb7-4122-a183-d27b9191a3e4,,,,2026-03-29T17:13:00.864Z,knowyourmeme@example.com,,true,2026-03-29T17:13:00.864Z,VMM9ar63LTWElhkMKppzlXmdgXitxb0i4_YbJSSFLgQ,,USER,[],2026-03-29T17:13:00.864Z,knowyourmeme,,,,,,,,
a6022d31-7bf8-43d3-a8c6-6470fecff46f,,,,2026-03-29T17:13:33.569Z,moviesallin.fanpage@example.com,,true,2026-03-29T17:13:33.569Z,C5Ls6hLcXNlF8CM3ClUXy_F1Ox8SMePAHTn7A-QIlA8,,USER,[],2026-03-29T17:13:33.569Z,moviesallin.fanpage,,,,,,,,
a6f43c21-de9d-4c11-b41d-c22d63b8579f,,,,2026-03-29T17:15:44.018Z,tinnoichinh@example.com,,true,2026-03-29T17:15:44.018Z,iReoUyrw0c0jXsWQU5AcC2iWFepbFpRtzATNcyVmLC8,,USER,[],2026-03-29T17:15:44.018Z,tinnoichinh,,,,,,,,
ae348cee-3ed1-415d-b557-79810deda907,,,,2026-03-29T17:16:57.428Z,skysports@example.com,,true,2026-03-29T17:16:57.428Z,kIwFtAf2FJ-fYKeGKm5dm0iqY3iagT5ey6MsF8wWYcQ,,USER,[],2026-03-29T17:16:57.428Z,skysports,,,,,,,,
af30b1ab-da9a-42a8-b220-576007dd082b,,,,2026-03-29T17:15:44.214Z,freecodecamp@example.com,,true,2026-03-29T17:15:44.214Z,FBbl_9EAqbbVpYduBNXD44ll_CscujiiFrYdm4Vk2DU,,USER,[],2026-03-29T17:15:44.214Z,freecodecamp,,,,,,,,
b1880d5a-11cc-408c-baa2-55dd1b4cc000,,,,2026-03-29T17:12:20.785Z,vnifw@example.com,,true,2026-03-29T17:12:20.785Z,c6K-wnQZskq9wByDRxCP1WlKfDK2Vy4rFQh-Qz05oLA,,USER,[],2026-03-29T17:12:20.785Z,vnifw,,,,,,,,
bb264706-0be1-43ae-997a-138bca242377,,,,2026-03-29T17:15:43.804Z,techtimespage@example.com,,true,2026-03-29T17:15:43.804Z,-weuoNZv3zKKmpmAys5bGBc6hsxvOr4gjqaOlOw1Gl0,,USER,[],2026-03-29T17:15:43.804Z,techtimespage,,,,,,,,
cd18b325-af17-4a51-899b-d917f57eb898,,,,2026-03-29T17:15:25.635Z,bbcpolitics@example.com,,true,2026-03-29T17:15:25.635Z,Y1hbsBGXEqpsjUa-8WEK-Wktov-SXyRUrPLT1AY4x8Y,,USER,[],2026-03-29T17:15:25.635Z,bbcpolitics,,,,,,,,
cd3224bd-214e-416f-a240-a21462850c9a,,,,2026-03-29T17:10:58.295Z,thepetcollective@example.com,,true,2026-03-29T17:10:58.295Z,UkkDqBHjtiwyONqmgQDEjITxPEcLu6t1o3eMymVRnqM,,USER,[],2026-03-29T17:10:58.295Z,thepetcollective,,,,,,,,
d7497b01-a9a0-4cd7-8999-666a8ca37779,,,,2026-03-29T17:11:49.121Z,cafef@example.com,,true,2026-03-29T17:11:49.121Z,7sEbxgMzUMjzVE1MZ0859YUJ84LKA_8DhTV-tgnfjlg,,USER,[],2026-03-29T17:11:49.121Z,cafef,,,,,,,,
d77e34f7-4fb7-4847-9876-d7e52dbc0739,,,,2026-03-29T17:16:22.004Z,sciencenews@example.com,,true,2026-03-29T17:16:22.004Z,rnzSNGICp3ZynbrGO92pe_QfbU4S7Rua3PmVMZ24coE,,USER,[],2026-03-29T17:16:22.004Z,sciencenews,,,,,,,,
da5067ec-f3ee-4cc9-8111-31d5f71e5ac9,,,,2026-03-29T17:16:57.622Z,thethao247.vn@example.com,,true,2026-03-29T17:16:57.622Z,iUxYpLF8D1VGpa4tD-n-VouLx8mb_M7qxBjTC1x0rr0,,USER,[],2026-03-29T17:16:57.622Z,thethao247.vn,,,,,,,,
da59f15f-d533-46f2-bb1e-fef513f7658b,,,,2026-03-29T17:16:38.148Z,fifaworldcup@example.com,,true,2026-03-29T17:16:38.148Z,VYcdcbvCe3LM2K5qb5zqV8AdW-cE5G-BRQkNVPHk0jA,,USER,[],2026-03-29T17:16:38.148Z,fifaworldcup,,,,,,,,
e5b917f7-e4e9-4cc0-b09a-f84eac91709f,,,,2026-03-29T17:16:21.608Z,sciencechannel@example.com,,true,2026-03-29T17:16:21.608Z,mkjTNxUsH6YyAL42o2mdflbrwSCWHd_5g_PMcKV4bkU,,USER,[],2026-03-29T17:16:21.608Z,sciencechannel,,,,,,,,
e6eecc77-6d92-46df-b92d-7ee2391ae019,,,,2026-03-29T17:16:58.212Z,techinsider@example.com,,true,2026-03-29T17:16:58.212Z,KhljbY_L6-E_xXiZjlrQfKxr_8OUG4rKw2rDfaHneqU,,USER,[],2026-03-29T17:16:58.212Z,techinsider,,,,,,,,
e80c9d9f-94e9-46db-85a6-1a3fd705818b,,,,2026-03-29T17:13:17.341Z,lolesportsvn@example.com,,true,2026-03-29T17:13:17.341Z,yRtocJxnELb1YhNKe4p1UWU4zMNPWLRyjr5fmJCkp9M,,USER,[],2026-03-29T17:13:17.341Z,lolesportsvn,,,,,,,,
e8d1164d-ee22-4eba-a810-d920f32c6091,,,,2026-03-29T17:13:33.144Z,seawattgaming@example.com,,true,2026-03-29T17:13:33.144Z,1_p7w90IzMuWwhp9ZoS71WPGrX8RTBY6Zm8E2BaVw3M,,USER,[],2026-03-29T17:13:33.144Z,seawattgaming,,,,,,,,
ec1e627a-5418-4713-920d-29496f252009,,,,2026-03-29T17:10:58.940Z,theanimalclub.net@example.com,,true,2026-03-29T17:10:58.940Z,xdG0mQULa89SdL0U5H5z04A0lJugUWRkAyPgdrhxfws,,USER,[],2026-03-29T17:10:58.940Z,theanimalclub.net,,,,,,,,
ecb51e1a-b698-40a0-95d8-2eea6e774ba4,,,,2026-03-29T17:14:30.491Z,bird.70us@example.com,,true,2026-03-29T17:14:30.491Z,STpt-e7DfpTFqrK715lavMbo-rQlElXch3RtE_N1X0Q,,USER,[],2026-03-29T17:14:30.491Z,bird.70us,,,,,,,,
f9bb992c-f613-4e52-8d15-905f35113610,,,,2026-03-29T17:14:11.431Z,daiphatthanh.sound@example.com,,true,2026-03-29T17:14:11.431Z,4yeYZMkAM-XzaoyBxUIF2g4Pz7rhP2J1wL9TQdQbb5I,,USER,[],2026-03-29T17:14:11.431Z,daiphatthanh.sound,,,,,,,,
fd5b4d2b-1788-4bac-a8c6-2d738376737c,,,,2026-03-29T17:13:50.735Z,moviefone@example.com,,true,2026-03-29T17:13:50.735Z,TpwpzdINcOLI_1v74G1ctT1CiiRo2nCyxTtpSHCZtmE,,USER,[],2026-03-29T17:13:50.735Z,moviefone,,,,,,,,
